president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
Donald Trump (2nd term),All polls,Remington Research Group,Humanity for Freedom Foundation,3/15/2025,3/18/2025,800, LV,0.9268562,0,,50,48,2,49.10763,48.47283,0.6348,https://www.humanityforfreedomfoundation.org/freedomlight,3/18/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,YouGov,Economist,3/16/2025,3/18/2025,1618, A,0.5840929,0,,30,40,-10,32.03222,39.00601,-6.973789,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ngfganU.pdf#page40,3/19/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Voters,YouGov,Economist,3/16/2025,3/18/2025,1458, RV,0.6446059,0,,47,50,-3,47.48236,49.03912,-1.556759,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ngfganU.pdf#page40,3/18/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Trade,RMG Research,Napolitan News Service,3/17/2025,3/18/2025,1000, RV,0.9582365,0,,43,49,-6,40.50246,51.80819,-11.30573,https://napolitannews.org/posts/43-percent-approve-of-the-way-president-trump-is-handling-tariffs,3/19/2025,16:01:27  2 Apr 2026
Donald Trump (2nd term),Weak,YouGov,Economist,3/16/2025,3/18/2025,1618, A,0.5840929,0,,15,10,5,14.72152,10.20448,4.51704,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ngfganU.pdf#page40,3/19/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Adults,YouGov,Economist,3/16/2025,3/18/2025,1618, A,0.5830536,0,,45,50,-5,45.06847,49.53004,-4.461571,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ngfganU.pdf#page40,3/18/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),Economy,YouGov,Economist,3/16/2025,3/18/2025,1618, A,0.5898927,0,,45,49,-4,46.04517,49.3217,-3.276531,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ngfganU.pdf#page40,3/19/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),All polls,YouGov,Economist,3/16/2025,3/18/2025,1618, A,0.5830536,0,,45,50,-5,46.59466,48.74012,-2.145458,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ngfganU.pdf#page40,3/18/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/12/2025,3/18/2025,1500, LV,0.1137831,0,TRUE,50,48,2,46.45343,49.72619,-3.272758,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/18/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/12/2025,3/18/2025,1500, LV,0.1137831,0,TRUE,50,48,2,47.22636,49.55544,-2.329079,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/18/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Voters,Global Strategy Group/GBAO (Navigator Research),,3/13/2025,3/17/2025,1000, RV,0.8757067,0,,47,49,-2,47.8158,47.75008,0.0657196,https://navigatorresearch.org/wp-content/uploads/2025/03/Navigator-Update-Topline-F03.17.25.pdf,3/17/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Weak,North Star Opinion Research,Defending Democracy Together,3/13/2025,3/17/2025,1000, RV,1.22702,0,,13,6,7,13.86418,6.708757,7.155423,https://www.defendingdemocracytogether.org/app/uploads/2025/03/Elon-Musk-Poll-Toplines-Defending-Democracy-Together.pdf,3/18/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),All polls,North Star Opinion Research,Defending Democracy Together,3/13/2025,3/17/2025,1000, RV,1.22702,0,,46,51,-5,46.21751,50.63201,-4.414501,https://www.defendingdemocracytogether.org/app/uploads/2025/03/Elon-Musk-Poll-Toplines-Defending-Democracy-Together.pdf,3/17/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/11/2025,3/17/2025,1500, LV,0.1140828,0,TRUE,50,47,3,47.22636,48.55544,-1.329079,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/17/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Immigration,Global Strategy Group/GBAO (Navigator Research),,3/13/2025,3/17/2025,1000, RV,0.9469936,0,,51,43,8,51.17525,42.76714,8.408112,https://navigatorresearch.org/wp-content/uploads/2025/03/Navigator-Update-Topline-F03.17.25.pdf,3/18/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Trade,Global Strategy Group/GBAO (Navigator Research),,3/13/2025,3/17/2025,1000, RV,0.9469936,0,,38,52,-14,39.18335,51.72308,-12.53973,https://navigatorresearch.org/wp-content/uploads/2025/03/Navigator-Update-Topline-F03.17.25.pdf,3/18/2025,16:01:27  2 Apr 2026
Donald Trump (2nd term),Weak,Beacon Research/Shaw & Co. Research,FOX News,3/14/2025,3/17/2025,994, RV,1.375328,0,,18,6,12,17.06411,5.606712,11.4574,https://www.foxnews.com/politics/fox-news-poll-trump-republicans-record-high-ratings-democrats-falter,3/18/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Cost,Beacon Research/Shaw & Co. Research,FOX News,3/14/2025,3/17/2025,994, RV,1.375328,0,,40,58,-18,40.42998,56.24612,-15.81614,https://www.foxnews.com/politics/fox-news-poll-trump-republicans-record-high-ratings-democrats-falter,3/18/2025,16:01:25  2 Apr 2026
Donald Trump (2nd term),Economy,Global Strategy Group/GBAO (Navigator Research),,3/13/2025,3/17/2025,1000, RV,0.8757067,0,,46,51,-5,45.54255,50.43182,-4.889271,https://navigatorresearch.org/wp-content/uploads/2025/03/Navigator-Update-Topline-F03.17.25.pdf,3/18/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Strong,Global Strategy Group/GBAO (Navigator Research),,3/13/2025,3/17/2025,1000, RV,0.8757067,0,,27,40,-13,28.91899,39.81149,-10.8925,https://navigatorresearch.org/wp-content/uploads/2025/03/Navigator-Update-Topline-F03.17.25.pdf,3/18/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Immigration,Beacon Research/Shaw & Co. Research,FOX News,3/14/2025,3/17/2025,994, RV,1.375328,0,,56,43,13,55.11198,42.56142,12.55056,https://www.foxnews.com/politics/fox-news-poll-trump-republicans-record-high-ratings-democrats-falter,3/18/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Economy,Beacon Research/Shaw & Co. Research,FOX News,3/14/2025,3/17/2025,994, RV,1.375328,0,,43,56,-13,43.20991,54.45793,-11.24802,https://www.foxnews.com/politics/fox-news-poll-trump-republicans-record-high-ratings-democrats-falter,3/18/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Strong,Beacon Research/Shaw & Co. Research,FOX News,3/14/2025,3/17/2025,994, RV,1.375328,0,,30,45,-15,30.43258,44.65005,-14.21747,https://www.foxnews.com/politics/fox-news-poll-trump-republicans-record-high-ratings-democrats-falter,3/18/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Strong,North Star Opinion Research,Defending Democracy Together,3/13/2025,3/17/2025,1000, RV,1.22702,0,,33,45,-12,32.36379,44.07316,-11.70937,https://www.defendingdemocracytogether.org/app/uploads/2025/03/Elon-Musk-Poll-Toplines-Defending-Democracy-Together.pdf,3/18/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Voters,Beacon Research/Shaw & Co. Research,FOX News,3/14/2025,3/17/2025,994, RV,1.375328,0,,49,51,-2,48.75167,49.78682,-1.035149,https://www.foxnews.com/politics/fox-news-poll-trump-republicans-record-high-ratings-democrats-falter,3/17/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Voters,North Star Opinion Research,Defending Democracy Together,3/13/2025,3/17/2025,1000, RV,1.22702,0,,46,51,-5,46.46219,50.51707,-4.054882,https://www.defendingdemocracytogether.org/app/uploads/2025/03/Elon-Musk-Poll-Toplines-Defending-Democracy-Together.pdf,3/17/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/11/2025,3/17/2025,1500, LV,0.1140828,0,TRUE,50,47,3,46.45343,48.72619,-2.272758,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/17/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,Beacon Research/Shaw & Co. Research,FOX News,3/14/2025,3/17/2025,994, RV,1.375328,0,,49,51,-2,48.16665,50.0402,-1.87355,https://www.foxnews.com/politics/fox-news-poll-trump-republicans-record-high-ratings-democrats-falter,3/17/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,Global Strategy Group/GBAO (Navigator Research),,3/13/2025,3/17/2025,1000, RV,0.8757067,0,,47,49,-2,47.25455,47.87434,-0.6197891,https://navigatorresearch.org/wp-content/uploads/2025/03/Navigator-Update-Topline-F03.17.25.pdf,3/17/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Weak,Global Strategy Group/GBAO (Navigator Research),,3/13/2025,3/17/2025,1000, RV,0.8757067,0,,20,9,11,18.45958,8.530008,9.929571,https://navigatorresearch.org/wp-content/uploads/2025/03/Navigator-Update-Topline-F03.17.25.pdf,3/18/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Cost,Global Strategy Group/GBAO (Navigator Research),,3/13/2025,3/17/2025,1000, RV,0.9469936,0,,41,53,-12,40.98597,53.09015,-12.10418,https://navigatorresearch.org/wp-content/uploads/2025/03/Navigator-Update-Topline-F03.17.25.pdf,3/18/2025,16:01:25  2 Apr 2026
Donald Trump (2nd term),Economy,Morning Consult,,3/14/2025,3/16/2025,2210, RV,0.5497041,0,,48,46,2,45.07255,51.02652,-5.953968,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/17/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Economy,Gallup,,3/3/2025,3/16/2025,1002, A,1.211437,0,,41,59,-18,42.58239,56.2142,-13.63181,https://news.gallup.com/poll/658661/republicans-men-push-trump-approval-higher-second-term.aspx,3/17/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),All polls,Gallup,,3/3/2025,3/16/2025,1002, A,1.204267,0,,43,53,-10,45.09673,50.99113,-5.894402,https://news.gallup.com/poll/658661/republicans-men-push-trump-approval-higher-second-term.aspx,3/16/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,Morning Consult,,3/14/2025,3/16/2025,2210, RV,0.5497041,0,,31,42,-11,29.82487,42.77537,-12.9505,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/17/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,Morning Consult,,3/14/2025,3/16/2025,2210, RV,0.5497041,0,,17,8,9,16.52057,8.620383,7.900187,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/17/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Adults,Gallup,,3/3/2025,3/16/2025,1002, A,1.204267,0,,43,53,-10,44.17202,51.453,-7.280979,https://news.gallup.com/poll/658661/republicans-men-push-trump-approval-higher-second-term.aspx,3/16/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),Weak,Gallup,,3/3/2025,3/16/2025,1002, A,1.222692,0,,11,7,4,12.3855,7.501089,4.884411,https://news.gallup.com/poll/658661/republicans-men-push-trump-approval-higher-second-term.aspx,3/17/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),All polls,Morning Consult,,3/14/2025,3/16/2025,2210, RV,0.4655841,0,,48,50,-2,46.40576,51.55352,-5.147758,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/16/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Trade,Morning Consult,,3/14/2025,3/16/2025,2210, RV,0.5497041,0,,46,46,0,41.48343,53.38507,-11.90164,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/17/2025,16:01:27  2 Apr 2026
Donald Trump (2nd term),Voters,Morning Consult,,3/14/2025,3/16/2025,2210, RV,0.5497041,0,,48,50,-2,46.90062,50.67728,-3.776661,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/16/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,Gallup,,3/3/2025,3/16/2025,1002, A,1.222692,0,,32,46,-14,31.65545,44.73667,-13.08122,https://news.gallup.com/poll/658661/republicans-men-push-trump-approval-higher-second-term.aspx,3/17/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Immigration,Morning Consult,,3/14/2025,3/16/2025,2210, RV,0.5497041,0,,55,40,15,51.67538,45.39907,6.27631,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/17/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Strong,Blueprint Polling,,3/13/2025,3/14/2025,1400, LV,1.222739,0,,29,43,-14,29.71088,42.19338,-12.4825,https://blueprint-research.com/polling/trump-musk-vulnerabilities-topline/,3/15/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),All polls,Blueprint Polling,,3/13/2025,3/14/2025,1400, LV,1.222739,0,,45,51,-6,45.55647,50.60099,-5.044521,https://blueprint-research.com/polling/trump-musk-vulnerabilities-topline/,3/14/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Weak,Blueprint Polling,,3/13/2025,3/14/2025,1400, LV,1.222739,0,,16,8,8,15.95125,8.549665,7.401585,https://blueprint-research.com/polling/trump-musk-vulnerabilities-topline/,3/15/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/10/2025,3/14/2025,1500, LV,0.1593422,0,TRUE,50,48,2,47.22636,49.55544,-2.329079,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/14/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/10/2025,3/14/2025,1500, LV,0.1593422,0,TRUE,50,48,2,46.45343,49.72619,-3.272758,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/14/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Blueprint Polling,,3/13/2025,3/14/2025,1400, LV,1.222739,0,,45,51,-6,45.77472,50.58899,-4.81427,https://blueprint-research.com/polling/trump-musk-vulnerabilities-topline/,3/14/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,Rasmussen Reports,,3/9/2025,3/13/2025,1860, LV,0.8432129,0,TRUE,37,39,-2,32.62962,40.40892,-7.779301,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_march_9_13_2025,3/14/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,3/6/2025,3/13/2025,3000, RV,0.7348127,0,,54,44,10,49.58654,46.83046,2.756081,https://napolitannews.org/posts/president-trump-job-approval-54-percent-approve-44-disapprove,3/13/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,Echelon Insights,,3/10/2025,3/13/2025,1007, LV,1.348645,0,,49,48,1,47.95339,47.909,0.0443878,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2025-Voter-Omnibus-Topline-External.pdf,3/13/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Trade,Echelon Insights,,3/10/2025,3/13/2025,1007, LV,1.375735,0,,41,51,-10,40.33147,51.35378,-11.02231,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2025-Voter-Omnibus-Topline-External.pdf,3/14/2025,16:01:27  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/7/2025,3/13/2025,1500, LV,0.3379694,0,TRUE,52,47,5,49.22636,48.55544,0.6709213,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/13/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/7/2025,3/13/2025,1500, LV,0.3379694,0,TRUE,52,47,5,48.45343,48.72619,-0.2727585,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/13/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,Echelon Insights,,3/10/2025,3/13/2025,1007, LV,1.348645,0,,32,39,-7,32.27994,38.93267,-6.652729,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2025-Voter-Omnibus-Topline-External.pdf,3/14/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,RMG Research,Napolitan News Service,3/6/2025,3/13/2025,3000, RV,0.7796989,0,,22,9,13,18.45852,8.552331,9.90619,https://napolitannews.org/posts/president-trump-job-approval-54-percent-approve-44-disapprove,3/14/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Strong,RMG Research,Napolitan News Service,3/6/2025,3/13/2025,3000, RV,0.7796989,0,,32,35,-3,31.33673,38.71667,-7.379942,https://napolitannews.org/posts/president-trump-job-approval-54-percent-approve-44-disapprove,3/14/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Economy,Echelon Insights,,3/10/2025,3/13/2025,1007, LV,1.375735,0,,47,49,-2,45.54097,49.76828,-4.22731,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2025-Voter-Omnibus-Topline-External.pdf,3/14/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Voters,Echelon Insights,,3/10/2025,3/13/2025,1007, LV,1.348645,0,,49,48,1,48.51046,47.73787,0.7725906,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2025-Voter-Omnibus-Topline-External.pdf,3/13/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,3/6/2025,3/13/2025,3000, RV,0.7348127,0,,54,44,10,50.321,46.65636,3.664639,https://napolitannews.org/posts/president-trump-job-approval-54-percent-approve-44-disapprove,3/13/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Weak,Rasmussen Reports,,3/9/2025,3/13/2025,1860, LV,0.8432129,0,TRUE,15,9,6,16.21883,9.673255,6.545575,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_march_9_13_2025,3/14/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Immigration,Echelon Insights,,3/10/2025,3/13/2025,1007, LV,1.375735,0,,57,39,18,55.21712,39.64461,15.57251,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2025-Voter-Omnibus-Topline-External.pdf,3/14/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Weak,Echelon Insights,,3/10/2025,3/13/2025,1007, LV,1.348645,0,,17,9,8,16.14171,9.058211,7.083499,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2025-Voter-Omnibus-Topline-External.pdf,3/14/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Economy,AtlasIntel,,3/7/2025,3/12/2025,2550, A,1.909246,0,,48,48,0,47.67137,47.83716,-0.1657867,https://atlasintel.org/poll/usa-national-2025-03-17,3/13/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Weak,Ipsos,Reuters,3/11/2025,3/12/2025,1422, A,0.8228116,0,,18,11,7,15.84753,9.539989,6.307541,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-03/Reuters%20Ipsos%20Tariffs%20Survey%20Topline%2003%2013%202025.pdf,3/13/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Immigration,Ipsos,Reuters,3/11/2025,3/12/2025,1422, A,0.8228116,0,,50,41,9,51.91029,41.44202,10.46827,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-03/Reuters%20Ipsos%20Tariffs%20Survey%20Topline%2003%2013%202025.pdf,3/13/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Economy,Ipsos,Reuters,3/11/2025,3/12/2025,1422, A,0.8228116,0,,39,51,-12,42.09627,51.00053,-8.904259,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-03/Reuters%20Ipsos%20Tariffs%20Survey%20Topline%2003%2013%202025.pdf,3/13/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),All polls,Ipsos,Reuters,3/11/2025,3/12/2025,1422, A,0.8228116,0,,44,52,-8,45.84302,49.95902,-4.115997,https://www.reuters.com/data/trumps-approval-rating-2025-01-21/,3/12/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,AtlasIntel,,3/7/2025,3/12/2025,2550, A,1.762406,0,,47.3,52.4,-5.100002,47.03959,50.92733,-3.887741,https://atlasintel.org/poll/usa-national-2025-03-17,3/12/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/6/2025,3/12/2025,1500, LV,0.1128878,0,TRUE,52,47,5,49.22636,48.55544,0.6709213,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/12/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Trade,Ipsos,Reuters,3/11/2025,3/12/2025,1422, A,0.8607368,0,,34,51,-17,36.34616,51.43259,-15.08643,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-03/Reuters%20Ipsos%20Tariffs%20Survey%20Topline%2003%2013%202025.pdf,3/13/2025,16:01:27  2 Apr 2026
Donald Trump (2nd term),Adults,AtlasIntel,,3/7/2025,3/12/2025,2550, A,1.762406,0,,47.3,52.4,-5.100002,46.14903,51.50994,-5.360912,https://atlasintel.org/poll/usa-national-2025-03-17,3/12/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),Adults,Ipsos,Reuters,3/11/2025,3/12/2025,1422, A,0.8228116,0,,44,52,-8,44.51297,50.63894,-6.125969,https://www.reuters.com/data/trumps-approval-rating-2025-01-21/,3/12/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/6/2025,3/12/2025,1500, LV,0.1128878,0,TRUE,52,47,5,48.45343,48.72619,-0.2727585,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/12/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Cost,Ipsos,Reuters,3/11/2025,3/12/2025,1422, A,0.8343562,0,,32,57,-25,35.55836,56.53588,-20.97752,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-03/Reuters%20Ipsos%20Tariffs%20Survey%20Topline%2003%2013%202025.pdf,3/13/2025,16:01:25  2 Apr 2026
Donald Trump (2nd term),Strong,Ipsos,Reuters,3/11/2025,3/12/2025,1422, A,0.8228116,0,,25,40,-15,29.14199,40.00953,-10.86754,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-03/Reuters%20Ipsos%20Tariffs%20Survey%20Topline%2003%2013%202025.pdf,3/13/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Immigration,AtlasIntel,,3/7/2025,3/12/2025,2550, A,1.909246,0,,52,47,5,52.34709,45.23579,7.111301,https://atlasintel.org/poll/usa-national-2025-03-17,3/13/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/5/2025,3/11/2025,1500, LV,0.1132449,0,TRUE,51,47,4,47.45343,48.72619,-1.272758,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/11/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Economy,Hart Research Associates/Public Opinion Strategies,NBC News,3/7/2025,3/11/2025,1000, RV,1.378276,0,,44,54,-10,43.16201,53.82844,-10.66643,https://www.documentcloud.org/documents/25569109-nbc-march-2025-poll-3-16-2025-release/,3/12/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),All polls,YouGov,Economist,3/9/2025,3/11/2025,1699, A,0.6438069,0,,47,47,0,48.59466,45.74012,2.854542,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf#page=35,3/11/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Weak,YouGov,Economist,3/9/2025,3/11/2025,1699, A,0.6445289,0,,19,6,13,18.72152,6.204475,12.51704,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf#page=35,3/12/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Voters,Hart Research Associates/Public Opinion Strategies,NBC News,3/7/2025,3/11/2025,1000, RV,1.378276,0,,47,51,-4,46.95729,50.64371,-3.68642,https://www.documentcloud.org/documents/25569109-nbc-march-2025-poll-3-16-2025-release/,3/11/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,Hart Research Associates/Public Opinion Strategies,NBC News,3/7/2025,3/11/2025,1000, RV,1.378276,0,,37,46,-9,33.99255,44.15416,-10.16161,https://www.documentcloud.org/documents/25569109-nbc-march-2025-poll-3-16-2025-release/,3/12/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/5/2025,3/11/2025,1500, LV,0.1132449,0,TRUE,51,47,4,48.22636,48.55544,-0.3290787,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/11/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Immigration,Hart Research Associates/Public Opinion Strategies,NBC News,3/7/2025,3/11/2025,1000, RV,1.378276,0,,55,43,12,53.82425,43.2755,10.54875,https://www.documentcloud.org/documents/25569109-nbc-march-2025-poll-3-16-2025-release/,3/12/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Economy,YouGov,Economist,3/9/2025,3/11/2025,1699, A,0.6560958,0,,43,47,-4,44.04517,47.3217,-3.276531,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf#page=35,3/12/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Cost,Hart Research Associates/Public Opinion Strategies,NBC News,3/7/2025,3/11/2025,1000, RV,1.378276,0,,42,55,-13,41.91747,53.62654,-11.70907,https://www.documentcloud.org/documents/25569109-nbc-march-2025-poll-3-16-2025-release/,3/12/2025,16:01:25  2 Apr 2026
Donald Trump (2nd term),Adults,YouGov,Economist,3/9/2025,3/11/2025,1699, A,0.6438069,0,,47,47,0,47.06847,46.53004,0.5384293,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf#page=35,3/11/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),Strong,YouGov,Economist,3/9/2025,3/11/2025,1699, A,0.6445289,0,,28,41,-13,30.03222,40.00601,-9.973787,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf#page=35,3/12/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Voters,YouGov,Economist,3/9/2025,3/11/2025,1532, RV,0.699558,0,,48,49,-1,48.48236,48.03912,0.4432411,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf#page=35,3/11/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Hart Research Associates/Public Opinion Strategies,NBC News,3/7/2025,3/11/2025,1000, RV,1.378276,0,,47,51,-4,46.39392,51.21859,-4.824669,https://www.documentcloud.org/documents/25569109-nbc-march-2025-poll-3-16-2025-release/,3/11/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Cost,YouGov,Economist,3/9/2025,3/11/2025,1699, A,0.6720051,0,,38,52,-14,38.50546,51.67575,-13.17029,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf#page=35,3/12/2025,16:01:25  2 Apr 2026
